STEP	NGram	WeightedNgram	Syntax	Dataflow	lang	PPL	BLEU	EM	CODEBLEU
18	0.9535978001960755	0.9540615639566967	0.9904340124003543	0.9848341232227488	ruby	1.02554	95.36	71.6049	97.0732
18	0.9614795267639242	0.9622897374766706	0.9818795869325193	0.9680049540716276	python	1.09964	96.15	61.7369	96.8413
18	0.9613016278448101	0.9622295820944424	0.9918034926518573	0.9741912031988368	c_sharp	1.09295	96.13	70.6981	97.2381
19	0.9688737296284105	0.969419773271914	0.9865617564352153	0.982787093495935	c	1.09781	96.89	72.1731	97.6911
19	0.962807492804775	0.9635702336076225	0.9818056119481603	0.9709124230920277	javascript	1.02745	96.28	64.9205	96.9774
19	0.9605693116835503	0.9614809449822387	0.9813234989188069	0.9657594086021506	java	1.05726	96.06	65.9631	96.7283
19	0.9637894139450749	0.9645491437052489	0.994004887155281	0.9676748853211009	php	1.02998	96.38	74.6822	97.2505
19	0.9767098287944688	0.9767427271106784	0.9944130792754646	0.9933565327428029	go	1.05929	97.67	78.1466	98.5306
19	0.9515908308428738	0.9521556849552426	0.9893711248892826	0.9879936808846761	ruby	1.03413	95.16	70.3704	97.0278
19	0.961281290334782	0.9620933142471957	0.9812301097616419	0.9656053256269997	python	1.11411	96.13	61.7369	96.7553
19	0.9609729850753174	0.9619221380177365	0.9912814221201284	0.9748455107233733	c_sharp	1.11011	96.10	70.8948	97.2256
20	0.9698993448002117	0.9705731312323258	0.9867510274713389	0.9808180894308943	c	1.00686	96.99	72.4680	97.7010
20	0.9624565974917948	0.9632248085368339	0.9807850582154576	0.9699960727843958	javascript	1.00642	96.25	64.6851	96.9116
20	0.9595756164961143	0.9605133945796791	0.980612577386771	0.9646505376344086	java	1.00821	95.96	65.8971	96.6338
20	0.9637297787084765	0.9644775931256205	0.9941870171657535	0.9661697247706422	php	1.00461	96.37	74.7881	97.2141
20	0.9764927923746597	0.9765256833804762	0.9944130792754646	0.9926447326795318	go	1.00324	97.65	77.8700	98.5019
20	0.9514327965681338	0.9519200941311885	0.9897254207263064	0.987045813586098	ruby	1.00713	95.14	70.9877	97.0031
20	0.9615824155357716	0.9623896178895923	0.982550713342426	0.9687016203942616	python	1.01076	96.16	61.9948	96.8806
20	0.9617073792798732	0.9626480036184701	0.9917512855986844	0.9738276990185387	c_sharp	1.00797	96.17	70.6981	97.2484
21	0.9706974658594852	0.971716445483871	0.9882111183214363	0.9857723577235772	c	1.00692	97.07	72.6647	97.9099
21	0.9616515814603941	0.9624233156864959	0.9808179793036093	0.9660950386176201	javascript	1.00651	96.17	64.8028	96.7747
21	0.9596581132491646	0.9605695122972349	0.9806273882520217	0.9634072580645161	java	1.00814	95.97	65.6992	96.6066
21	0.9627808266033013	0.9635670984255498	0.9941566621640081	0.9655963302752294	php	1.00518	96.28	75.1059	97.1525
21	0.9765928776458099	0.9765928776458102	0.9942660550458715	0.9917747548244227	go	1.00338	97.66	78.1466	98.4807
21	0.9505396111169586	0.9510256630567012	0.9906111603188662	0.9876777251184834	ruby	1.00704	95.05	70.3704	96.9964
21	0.961685216405767	0.9624911951519716	0.9812950574787296	0.9706368046238002	python	1.01090	96.17	61.6509	96.9027
21	0.9594262354667188	0.9602646265667363	0.9889321047273487	0.9729552889858233	c_sharp	1.00816	95.94	70.6981	97.0395
22	0.969685911226026	0.9706361202983551	0.9876433052130651	0.9819613821138211	c	1.00706	96.97	72.6647	97.7482
22	0.9622425085990443	0.9630235121931375	0.9815202958508455	0.9709647859667496	javascript	1.00651	96.22	65.0383	96.9438
22	0.9603199832774875	0.961229641718512	0.9817085814153262	0.9689516129032258	java	1.00815	96.03	66.0290	96.8052
22	0.9628248634127627	0.963609221500118	0.9939289996509175	0.9645212155963303	php	1.00491	96.28	75.4237	97.1221
22	0.9763033669177023	0.9763027717077105	0.9945601035050576	0.9919329326162607	go	1.00331	97.63	77.4550	98.4775
22	0.9516267791553694	0.9521524198545613	0.9897254207263064	0.9883096366508689	ruby	1.00710	95.16	69.7531	97.0454
22	0.9613712646597992	0.962190296734933	0.9821826762789287	0.9710238414697079	python	1.01085	96.14	61.8229	96.9192
22	0.9617573831358129	0.9626553371353086	0.9916468714923387	0.9707742639040349	c_sharp	1.00859	96.18	71.9764	97.1708
23	0.9705112419411713	0.9714482324838197	0.9873458792991564	0.9828506097560976	c	1.00713	97.05	73.3530	97.8039
23	0.9618965012432327	0.962672425005069	0.980368057765536	0.967037570362613	javascript	1.00654	96.19	65.0971	96.7994
23	0.9602427413330581	0.9611410106949663	0.9817085814153262	0.9686155913978495	java	1.00815	96.02	66.2269	96.7927
23	0.9638291106920236	0.9645770749880997	0.9942780821709897	0.9688933486238532	php	1.00425	96.38	75.1059	97.2894
23	0.976286240701684	0.9762856455021333	0.994530698659139	0.99438468838975	go	1.00354	97.63	77.5934	98.5372
23	0.9505356291698286	0.9510097058446615	0.9895482728077946	0.9883096366508689	ruby	1.00712	95.05	69.7531	96.9851
23	0.9615648569089036	0.9623645888096254	0.9812950574787296	0.9683403860047477	python	1.01079	96.16	61.8229	96.8391
23	0.961200563126297	0.9619913693947225	0.9916207679657522	0.9727371864776445	c_sharp	1.00897	96.12	72.0747	97.1887
24	0.9704544813854099	0.9712980956921051	0.9873458792991564	0.9828506097560976	c	1.00678	97.05	73.4513	97.7987
24	0.9626712615653907	0.9634234249978235	0.9816519802034523	0.9692891739756513	javascript	1.00651	96.27	65.6268	96.9259
24	0.9600229389390564	0.9609224967436304	0.9811902011315501	0.9664986559139785	java	1.00804	96.00	66.0950	96.7159
24	0.9639682964263929	0.9647279476328426	0.9941718396648808	0.9691800458715596	php	1.00456	96.40	75.1059	97.3012
24	0.9768653080782468	0.9768647125256638	0.9944718889673018	0.9918538437203417	go	1.00344	97.69	77.7317	98.5014
24	0.9508959075946583	0.9513638124169634	0.9893711248892826	0.9883096366508689	ruby	1.00730	95.09	70.9877	96.9985
24	0.9617825082377132	0.9625878752545738	0.9821177285618411	0.9706368046238002	python	1.01074	96.18	62.1668	96.9281
24	0.9621608753341855	0.9630640677323641	0.9916990785455115	0.9769538349691022	c_sharp	1.00867	96.22	71.9764	97.3469

